id,Translation
1873,"desconectado".
1874,"oscuro, aislado, aparte".
1875,"asternal".
1876,"separado, desapegado".
1877,"explotó".
1878,"vincible, vencible, vencible".
1879,"subyugable, sometido".
1880,"indomable".
1881,"inexpugnable, inexpugnable".
1882,"insuperable, nunca mueren, indomable".
1883,"insuperable, insuperable".
1884,"invencible, invencible, invencible,"
1885,"all-victorious,"
1886,"consciente".
1887,"semiconsciente".
1888,"sentient".
1889,"inconsciente".
1890,"frío".
1891,"comatoso".
1892,"inocente".
1893,"sin sentido, insensible".
1894,"aturdido, fuera, ko'd, noqueado, kayoed,"
1895,"inconsciente".
1896,"semicomatosa".
1897,"subconsciente".
1898,"dedicado, consagrado, consagrado".
1899,"ordenado".
1900,"votivo".
1901,"profanado".
1902,"desconsagrada".
1903,"violado, profanado".
1904,"sin sacerdocio".
1905,"blimpish".
1906,"abrochado".
1907,"no progresivo, no progresivo, no progresivo, atrofiado".
1908,"tradicionalista, encubierto".
1909,"ultraconservador".
1910,"liberal".
1911,"civil-libertario".
1912,"neoliberal".
1913,"consistente".
1914,"de conformidad con".
1915,"reconciliado".
1916,"self-consistent,"
1917,"inconsistente".
1918,"contradictorio, contradictorio, conflictivo, en desacuerdo".
1919,"incompatible, discrepante".
1920,"desigual, manchado, raspado".
1921,"inconformista".
1922,"no reconciliado".
1923,"conspicuo".
1924,"llamativo, llamativo".
1925,"prominente, grande, grande,"
1926,"audaz".
1927,"rango, asqueroso, flagrante, atroz, lloroso".
1928,"marcado".
1929,"llamativo, espectacular, destacado, prominente, sobresaliente,"
1930,"invisible, discreto".
1931,"imperceptible, oscuro".
1932,"discernible, discernible".
1933,"indiscernible".
1934,"distinguible".
1935,"diferenciable".
1936,"discriminable".
1937,"indistinguible, indistinguible".
1938,"constante".
1939,"inquebrantable, firme, incondicional".
1940,"infatigable, infalible".
1941,"inconstante".
1942,"falso, falso".
1943,"volátil, voluble".
1944,"constructivo".
1945,"creativo".
1946,"moldeado, plástico, formativo".
1947,"formativo".
1948,"inferencial".
1949,"rehabilitadora, reconstructora".
1950,"destructivo".
1951,"marchitándose, devastando, aniquilando, aniquilando,"
1952,"ruinoso, explosivo".
1953,"cataclismo, cataclismo".
1954,"vitriólico, mordaz, erosivo, corrosivo, cáustico,"
1955,"devastador, aplastante".
1956,"negativo, dañino".
1957,"erosivo".
1958,"iconoclasta".
1959,"devastador".
1960,"soul-destroying,"
1961,"derrochador".
1962,"autosatisfecho, autocomplaciente, complaciente".
1963,"satisfecho".
1964,"engreído, auto-satisfecho".
1965,"descontento, descontento".
1966,"rebelde, descontento, mal afectado, desafecto".
1967,"insatisfecho, descontento".
1968,"insatisfecho, insatisfecho, inquieto".
1969,"discutible".
1970,"desafiable".
1971,"discutible, debatible".
1972,"sacudible, sacudible".
1973,"Incontestable, incontestable".
1974,"incontrovertible, demostrable".
1975,"demostrado".
1976,"indiscutible, indiscutible".
1977,"hermético, inquebrantable, inexpugnable, a prueba de balas".
1978,"sin respuesta".
1979,"incontinente".
1980,"fuga".
1981,"implacable, implacable, persistente".
1982,"esporádico".
1983,"impredecible, irregular".
1984,"perdido, aislado".
1985,"persistente, persistente".
1986,"recto, consecutivo".
1987,"sostenido".
1988,"no continuo, discontinuo".
1989,"interrumpido".
1990,"continuo".
1991,"continuado".
1992,"fuera de circulación".
1993,"controlado".
1994,"disciplinado".
1995,"dominado".
1996,"poseído, obsesionado".
1997,"regimentado".
1998,"descontrolado".
1999,"sin ley, anárquico, anárquico".
2000,"errante".
2001,"incontrolable, irrefrenable".
2002,"suelto".
2003,"sin amo, sin señor".
2004,"rampante".
2005,"torrencial".
2006,"sin gobierno, indisciplinado".
2007,"controversial".
2008,"contencioso".
2009,"en disputa".
2010,"polémica, polémica".
2011,"incontrovertido, no controvertido".
2012,"indiscutible".
2013,"incuestionable, indiscutible, no cuestionado".
2014,"argumentativo".
2015,"litigiosos, contenciosos, polémicos, contenciosos, combativos".
2016,"erístico, erístico".
2017,"sin argumentos".
2018,"no contencioso".
2019,"conveniente".
2020,"Handy".
2021,"favorable, favorable".
2022,"inconveniente".
2023,"incómodo".
2024,"convencional".
2025,"recibido".
2026,"consuetudinario".
2027,"formulaic".
2028,"congestionado, aburrido".
2029,"no convencional".
2030,"bohemio".
2031,"go-as-you-please,"
2032,"poco ortodoxo, inconformista, irregular,"
2033,"convencional".
2034,"conservador, abotonado, abotonado".
2035,"recto, cuadrado".
2036,"poco imaginativo, estereotipado, estereotipado, estereotipado".
2037,"no convencional".
2038,"alternativa".
2039,"extravagante, extravagante, fuera de la pared, gonzo, raro, raro, escamoso, escamoso, excéntrico, bizarro,"
2040,"rakish, raffish, devil-may-care,"
2041,"salida, estrafalario, poco convencional, pervertido, lejano".
2042,"funky".
2043,"conformista".
2044,"inconformista, no conformista".
2045,"convencional".
2046,"tradicionalista".
2047,"no tradicional, no tradicional".
2048,"convergente".
2049,"divergente, divergente".
2050,"tupido".
2051,"como un mapa, como un arce".
2052,"convincente".
2053,"creíble".
2054,"desilusionante, desencantador".
2055,"poco convincente, endeble".
2056,"no persuasivo".
2057,"gratinado".
2058,"a la parrilla, a la barbacoa".
2059,"rebozado".
2060,"guisado, escalfado, hervido".
2061,"quemado, quemado".
2062,"como un caramelo".
2063,"hard-baked".
2064,"pancake-style,"
2065,"listo para cocinar".
2066,"como un soufflé".
2067,"como una oblea".
2068,"crudo".
2069,"poco hecho, a medias".
2070,"sin cocer".
2071,"sin tostar".
2072,"colaboración".
2073,"sinérgico, sinérgico".
2074,"no cooperativo".
2075,"corrupto".
2076,"viciado, degradado, corrompido,"
2077,"venal, comprable, deshonesto, corruptible, sobornable,"
2078,"réprobo, pervertido, perverso, depravado".
2079,"sórdido, sucio".
2080,"pútrido".
2081,"incorrupto".
2082,"antiséptico".
2083,"incorruptible".
2084,"incorrupto".
2085,"intacto, incorrupto".
2086,"antiácido".
2087,"antiflogístico".
2088,"insignificante".
2089,"insustancial, irreal, insustancial".
2090,"etéreo, aireado, aéreo, aeriforme, aéreo,"
2091,"como un espectro, en la sombra".
2092,"no material, inmaterial".
2093,"no físico, intangible".
2094,"con cuerpo flexible".
2095,"narrow-bodied,"
2096,"de cuerpo ovalado".
2097,"cuerpo plateado, cuerpo plateado".
2098,"de cuerpo delgado, delgado, delgado".
2099,"smooth-bodied,"
2100,"de cuerpo grueso".
2101,"sin cuerpo".
2102,"sin cuerpo, sin cuerpo".
2103,"sin forma".
2104,"lavado de cerebro".
2105,"descerebrado".
2106,"reencarnar".
2107,"incorpóreo, inmaterial".
2108,"sin cuerpo, sin cuerpo, sin cuerpo, sin corporeidad, sin cuerpo,"
2109,"correcto, correcto".
2110,"preciso, exacto, exacto".
2111,"palabra-perfecta, letra-perfecta".
2112,"straight".
2113,"equivocado, incorrecto".
2114,"erróneo".
2115,"falaz".
2116,"equivocado, falso".
2117,"correcto, correcto".
2118,"mente correcta".
2119,"equivocado".
2120,"equivocado".
2121,"corregido".
2122,"aplanático".
2123,"apocromático".
2124,"sin corregir".
2125,"sin remediar".
2126,"corrigible".
2127,"corregible, enmendable".
2128,"mejorable".
2129,"reformable, redimible".
2130,"incorregible".
2131,"no regenerado, no reformable".
2132,"inmanejable, incorregible, incontrolable".
2133,"cosmopolita".
2134,"poco sofisticado, rústico, pueblerino, patán".
2135,"alimentado con maíz".
2136,"parroquial, insular".
2137,"poky, pokey, one-horse, jerkwater,"
2138,"quedarse en casa".
2139,"costive".
2140,"laxante".
2141,"aperitivo".
2142,"purgante, evacuante, catártico".
2143,"estreñido".
2144,"atado".
2145,"no constipado, regular".
2146,"suelto, laxo".
2147,"considerado".
2148,"pensativo".
2149,"desconsiderado".
2150,"irreflexivo, indiferente, irreflexivo".
2151,"cortés".
2152,"caballeroso, galante, caballeroso,"
2153,"descortés".
2154,"abrupto".
2155,"corto, brusco, brusco, brusco".
2156,"no galante, no caballeroso, caddish".
2157,"sin ceremonias".
2158,"cortés".
2159,"bien educado, cortés".
2160,"amable, gentil, cortés".
2161,"maleducado".
2162,"malcriado, malcriado".
2163,"maleducado, maleducado, grosero, maleducado, maleducado,"
2164,"descortés, descortés".
2165,"no parlamentaria".
2166,"cortés, civil".
2167,"incivil, grosero".
2168,"civil".
2169,"nocional, imaginaria".
2170,"ficticio".
2171,"inventivo, imaginativo,"
2172,"yeasty".
2173,"no creativa".
2174,"no inventivo, no inspirado, no imaginativo, estéril,"
2175,"creíble, creíble".
2176,"probable".
2177,"presunto".
2178,"asombroso, asombroso, asombroso,"
2179,"fabuloso".
2180,"alto, maravilloso, maravilloso, improbable,"
2181,"inimaginable, inimaginable, inimaginable, inimaginable, inimaginable,"
2182,"crédulo".
2183,"creíble".
2184,"sobrecrédulo".
2185,"incuestionable".
2186,"incrédulo".
2187,"incrédulo, escéptico, escéptico, incrédulo,"
2188,"crítico".
2189,"búsqueda de fallas, capcioso".
2190,"censura".
2191,"deprecativo".
2192,"sobrecrítica, hipercrítica".
2193,"abrasador".
2194,"vituperante, mordaz".
2195,"sin crítica".
2196,"judicial".
2197,"búsqueda de fallas".
2198,"sin juzgar".
2199,"crítico".
2200,"evaluación, valoración".
2201,"judicial, discriminatorio".
2202,"no crítico, no crítico".
2203,"crítico".
2204,"agudo".
2205,"severo, grave, con peligro de muerte, grave, grave, peligroso,"
2206,"desesperado, desesperado".
2207,"no crucial, no crítico".
2208,"acritical".
2209,"no crítico".
2210,"sin cruzar".
2211,"sin cruzar".
2212,"tapado".
2213,"de alta corona".
2214,"sin corona, sin corona".
2215,"cuasi-real".
2216,"sin corona".
2217,"importante, crucial".
2218,"decisivo, crítico".
2219,"vida o muerte, vida y muerte".
2220,"polar, pivotal".
2221,"no crucial".
2222,"cristalizado, cristalizado,"
2223,"no cristalizado, no cristalizado,"
2224,"bloqueado, bloqueado".
2225,"boxeo, caja, en forma de caja".
2226,"isométrico".
2227,"rectilínea, rectilínea".
2228,"plana".
2229,"plaqueta, placoide".
2230,"planicie, aplanado".
2231,"unidimensional, unidimensional".
2232,"multidimensional".
2233,"dimensional".
2234,"bidimensional, plano, -dimensional,"
2235,"rebanado, desmenuzado, picado".
2236,"incidido".
2237,"sin cortar".
2238,"sin perforar".
2239,"cortado".
2240,"acuchillado".
2241,"sin cortar, áspero".
2242,"sin escuchar".
2243,"preguntando, especulando, cuestionando, inquisitivo,"
2244,"fisgón, fisgón, entrometido, entrometido".
2245,"demasiado curioso".
2246,"incurable".
2247,"no interesado".
2248,"inquisitivo, no preguntes".
2249,"actual".
2250,"actual, contemporáneo".
2251,"tópico".
2252,"actualizado".
2253,"up-to-the-minute, latest,"
2254,"no corriente".
2255,"atrás".
2256,"muerto".
2257,"obsoleto, en desuso".
2258,"superanado, anticuado, anticuado".
2259,"obsolescente".
2260,"maldición, maldición".
2261,"maldecido, maldición, maldición".
2262,"infernal, maldita, maldita, maldita, deuced, zurcido, condenado, maldito, bendecido, maldito, culpado, culpado,"
2263,"execrable, condenable".
2264,"bendito, bendito".
2265,"dorada, afortunada".
2266,"dotado".
2267,"dowered".
2268,"sin dotación".
2269,"sin poder".
2270,"sin bendecir".
2271,"cortinas".
2272,"drapeado".
2273,"sin cortinas, sin cortinas".
2274,"prefabricado".
2275,"listo para comer".
2276,"rotativo, orbital, circular".
2277,"no cíclico, no cíclico".
2278,"heterocíclico".
2279,"acíclico".
2280,"nocturno".
2281,"dañado".
2282,"golpeado, golpeado, maltratado".
2283,"derribado, destrozado, destartalado, desvencijado, abandonado, desvencijado, destartalado, destartalado".
2284,"roto, roto".
2285,"broken-backed,"
2286,"noqueado".
2287,"Acribillado".
2288,"golpeado por la tormenta".
2289,"intacto".
2290,"intacto".
2291,"fechable, fechable".
2292,"no navegable".
2293,"sin fecha, sin datos".
2294,"sin fecha".
2295,"deaf-mute, deaf-and-dumb,"
2296,"ensordecido".
2297,"deficiente auditivo, difícil de oír".
2298,"inaudito, sordo como una piedra, profundamente sordo, sordo como un poste".
2299,"sin tono".
2300,"orejas afiladas, orejas rápidas".
2301,"decente".
2302,"indecente".
2303,"vulgar, bruto, terroso, crudo".
2304,"Hollywood".
2305,"indelicado".
2306,"obsceno".
2307,"sugerente".
2308,"determinante, determinante, determinante, determinante".
2309,"fatídico, fatal".
2310,"indeciso".
2311,"decisivo".
2312,"sin vacilar, resuelto,"
2313,"indeciso".
2314,"indeciso, en la valla".
2315,"vacilante, vacilante".
2316,"suspenso".
2317,"declarado".
2318,"afirmado".
2319,"profesado, declarado".
2320,"profesado".
2321,"no declarado".
2322,"no reconocido".
2323,"no reconocido".
2324,"decoroso".
2325,"con buen gusto".
2326,"estable, sedado".
2327,"indelicado, indecoroso".
2328,"no deducible".
2329,"sin fondo".
2330,"aguas profundas".
2331,"insonorizado, sin plomada, insondable, profundo,"
2332,"superficial".
2333,"shoaly, shelvy, shelfy, reefy,"
2334,"profundo".
2335,"superficial".
2336,"Despierta, luz".
2337,"de facto".
2338,"anulable".
2339,"inaplazable".
2340,"ineficaz, inalienable".
2341,"derrotado".
2342,"subyugado".
2343,"invicto".
2344,"victorioso, triunfante".
2345,"invicto, invicto, invicto".
2346,"sin doblar".
2347,"no obediente, desafiante".
2348,"resistente, resistente, insubordinado".
2349,"obstinado".
2350,"recalcitrante".
2351,"obediente".
2352,"conformable, amigable".
2353,"como un cordero".
2354,"no resistente".
2355,"definido".
2356,"vago, indefinido".
2357,"indefinible, indefinible".
2358,"bien definido, claro".
2359,"poco claro, mal definido".
2360,"derivado".
2361,"derivable".
2362,"derivado".
2363,"plagiado, plagiario, plagiado,"
2364,"underived".
2365,"original".
2366,"primaria".
2367,"inflexionada".
2368,"sin influencias".
2369,"sin influencias".
2370,"definitivo".
2371,"seguro".
2372,"decisivo".
2373,"distinto, decidido".
2374,"indefinido".
2375,"coy".
2376,"indeciso".
2377,"sin arreglar, nebuloso".
2378,"uno".
2379,"indehiscente".
2380,"abatido".
2381,"amort".
2382,"deshinchado, abatido, abatido, abatido,"
2383,"bajo espíritu, bajo, sombrío, sombrío, abatido, abatido, abajo en la boca, abajo, desanimado, deprimido, azul".
2384,"triste".
2385,"Solitario, solitario".
2386,"eufórico".
2387,"triunfante, triunfal, regocijante, orgulloso, jubiloso, exultante, exultante,"
2388,"alegre, exultante".
2389,"de buen humor, alto".
2390,"sublime".
2391,"levantado".
2392,"delicado".
2393,"exquisito, delicado".
2394,"gossamer, etéreo".
2395,"frágil".
2396,"mano ligera".
2397,"demasiado delicado".
2398,"pastel".
2399,"tierno".
2400,"rugoso".
2401,"knockabout".
2402,"duro, robusto".
2403,"rompible".
2404,"quebradizo, ladrillo, ladrillo".
2405,"friable, desmenuzable".
2406,"corto".
2407,"frágil, frágil, delicado,"
2408,"frangible".
2409,"irrompible".
2410,"infranqueable".
2411,"a prueba de astillas, sin astillas, inastillable".
2412,"exigente".
2413,"exigente, exigente".
2414,"Difícil de complacer, difícil de complacer".
2415,"necesitado".
2416,"apretado, riguroso, riguroso".
2417,"estricto, severo, exigente".
2418,"no exigente".
2419,"indulgente".
2420,"tranquilo".
2421,"luz".
2422,"sin explotar".
2423,"imperativo".
2424,"instantánea, insistente, exigente, llorando, clamando".
2425,"perentorio".
2426,"desesperado".
2427,"importuno".
2428,"peticionario".
2429,"precario, precativo".
2430,"suplicante, suplicante, suplicante".
2431,"democrático".
2432,"antiautoritario".
2433,"participativo".
2434,"antidemocrático".
2435,"totalitario".
2436,"absoluto".
2437,"no arbitraria, no arbitraria".
2438,"prescrito".
2439,"demostrativo".
2440,"efusivo, efusivo, efusivo,"
2441,"no demostrativo".
2442,"impasible, reticente, contenido".
2443,"negable".
2444,"innegable".
2445,"indiscutible, indiscutible, incontestable".
2446,"positivo, irrefutable, incontrovertible".
2447,"nombrar, apelar".
2448,"connotativo".
2449,"sugestivo, implícito".
2450,"inferencial".
2451,"confiable, confiable".
2452,"seguro, seguro".
2453,"probado y verdadero, probado, probado en el tiempo, probado,"
2454,"sin desviarse".
2455,"poco fiable, poco confiable".
2456,"temperamental, errático".
2457,"incierto".
2458,"dependiente".
2459,"babelike".
2460,"indefenso".
2461,"parásito, parásito, sanguijuela, chupasangre".
2462,"simbiótico".
2463,"menor de edad".
2464,"independiente".
2465,"autárquico, autárquico".
2466,"autosuficiente, autodirigido, autónomo".
2467,"no simbiótico, no parasitario, de vida libre".
2468,"indie".
2469,"self-supporting,"
2470,"strong-minded,"
2471,"no afiliado".
2472,"incondicional".
2473,"principal, independiente".
2474,"subordinado, dependiente".
2475,"tendencioso, tendencioso".
2476,"no partidario, no partidario".
2477,"independiente".
2478,"no alineado".
2479,"neutral".
2480,"prescriptivo, normativo".
2481,"descriptivo".
2482,"no descriptivo".
2483,"deseable".
2484,"buscado, demandado, deseado, codiciado,"
2485,"sexualmente atractiva, deliciosa".
2486,"envidiable".
2487,"ciruela".
2488,"preferente, preferible".
2489,"indeseable, indeseable".
2490,"poco envidiable".
2491,"destruido".
2492,"aniquilado, exterminado, aniquilado,"
2493,"estropeado, arruinado".
2494,"borrado, borrado, borrado".
2495,"arrasado, empobrecido, roto,"
2496,"quemado, quemado, quemado, quemado, quemado,"
2497,"arrasado, desmantelado, demolido,"
2498,"saqueado, devastado, violado, saqueado, despojado".
2499,"kaput, gone, done for,"
2500,"extinguido".
2501,"caído".
2502,"arruinado, terminado".
2503,"quemado".
2504,"destrozado, destrozado".
2505,"total".
2506,"destrozado".
2507,"preservado".
2508,"conservado".
2509,"bien cuidado, mantenido, mantenido".
2510,"conservable".
2511,"salvado, protegido".
2512,"retenido, mantenido".
2513,"destructible".
2514,"abolible".
2515,"destruible".
2516,"indestructible".
2517,"no destruible".
2518,"determinable".
2519,"descubrible, comprobable".
2520,"definible".
2521,"juzgable".
2522,"indeterminable, indeterminable".
2523,"indeterminado".
2524,"no descubierto, no seguro".
2525,"impredecible".
2526,"determinado".
2527,"indeterminado, indeterminado".
2528,"abierto".
2529,"determinado".
2530,"indeterminado".
2531,"maduro, maduro".
2532,"sin desarrollar".
2533,"vestigial, rudimentario".
2534,"siniestro".
2535,"adiabático".
2536,"diferenciado".
2537,"uniforme, indiferenciado".
2538,"duro, difícil".
2539,"desafiante, ambicioso".
2540,"arduo".
2541,"poco envidiable, pegajoso, embarazoso, incómodo,"
2542,"duro, problemático, problemático, nudoso, escurridizo, desconcertante,"
2543,"difícil, pegajoso".
2544,"sensible, cosquilloso, delicado,"
2545,"díscolo".
2546,"luchado".
2547,"hercúlea".
2548,"apretado, desagradable".
2549,"áspero, rocoso".
2550,"duro, robusto".
2551,"grave".
2552,"alto".
2553,"espinoso".
2554,"problemático".
2555,"intentando".
2556,"enojado".
2557,"fácil".
2558,"sin esfuerzo, casual".
2559,"limpio".
2560,"suave, tranquilo, cómodo".
2561,"sin problemas, sin complicaciones, simple, elemental,"
2562,"sin dolor".
2563,"simplificado".
2564,"suave".
2565,"user-friendly,"
2566,"digno".
2567,"majestuoso, formal, cortesano".
2568,"indigno".
2569,"mortificante, humillante, humillante, degradante,"
2570,"infra dig".
2571,"tonto, ridículo, patético".
2572,"estadista, estadista".
2573,"unstatesmanlike".
2574,"presidencial".
2575,"no presidencial".
2576,"diligente".
2577,"sedoso, asiduo".
2578,"incansable, incansable, trabajador, laborioso,"
2579,"negligencia".
2580,"descuidado, negligente, abandonado, delincuente,"
2581,"flojo, laxo".
2582,"descuidado, desatento".
2583,"diluido, diluido".
2584,"sin diluir".
2585,"negro".
2586,"recto, limpio, de fuerza total".
2587,"saturado".
2588,"saturado, concentrado".
2589,"supersaturado".
2590,"insaturado".
2591,"suave, lisa, política, sosa".
2592,"tacto, guante de niño".
2593,"undiplomático".
2594,"conciliador, conciliador".
2595,"placar, placar, aplacar, apaciguar".
2596,"Pacific".
2597,"suave".
2598,"antagonista".
2599,"alienación".
2600,"directo".
2601,"inquebrantable, sin desviaciones".
2602,"a través".
2603,"indirecta".
2604,"diversión".
2605,"farol".
2606,"directo desde el hombro, a quemarropa, franco, franco, franco, sincero, franco,"
2607,"brutal".
2608,"pies planos".
2609,"hombre a hombre".
2610,"sin tonterías".
2611,"sin barniz, sin adornos".
2612,"puntiagudo".
2613,"directo, directo, cuadrado".
2614,"por adelantado".
2615,"indirecta".
2616,"alusivo".
2617,"al revés".
2618,"rotonda, tortuga".
2619,"perifrástica, circunlocutoria, circunlocutiva, ambigua".
2620,"oblicuo, tortuoso".
2621,"comilón, comilón".
2622,"tortuoso".
2623,"inverso".
2624,"discerniendo".
2625,"Percibido, claro".
2626,"perspicaz, clarividente, de ojos claros".
2627,"presciente".
2628,"sin discernimiento".
2629,"ciego, obtuso".
2630,"incomprensible".
2631,"discreto".
2632,"indiscreto".
2633,"parlanchín, parlanchín, parlanchín, bocazas".
2634,"imprudente".
2635,"discriminar".
2636,"indiscriminado".
2637,"promiscuo".
2638,"venta al por mayor, barrido".
2639,"discriminando".
2640,"agradecido".
2641,"diacrítico, diacrítico,"
2642,"discerniendo".
2643,"discriminatorio, discriminante".
2644,"ecléctico".
2645,"bien".
2646,"selectivo".
2647,"indiscriminada, indiscriminada".
2648,"no perceptivo".
2649,"no selectivo".
2650,"desechable".
2651,"no desechable".
2652,"retornable".
2653,"no retornable".
2654,"desechable".
2655,"líquido, líquido".
2656,"no desechable".
2657,"congelado".
2658,"distinto".
2659,"bien definido, cincelado".
2660,"claro, claro, claro".
2661,"afilado, crujiente".
2662,"cristalino".
2663,"esbozado, definido".
2664,"a cuchillo".
2665,"afilado como una navaja".
2666,"indistinto".
2667,"Bedimmed".
2668,"borroso, nebuloso, borroso, nebuloso, borroso, borroso, borroso".
2669,"nebuloso, nebuloso, nublado,"
2670,"ralo, vago, sombrío, débil, tenue,"
2671,"desmayo".
2672,"velado".
2673,"enfocado, enfocado".
2674,"desenfocado, desenfocado".
2675,"amplia, variada".
2676,"no diversificado".
2677,"monolítico".
2678,"no distribuido".
2679,"divisible".
2680,"escindible".
2681,"separable, separable, disociable".
2682,"disociativo".
2683,"divisible".
2684,"indivisible".
2685,"indiscreto".
2686,"indivisible, indivisible por".
2687,"inseparable".
2688,"no registrado".
2689,"dominar".
2690,"dominante, dictatorial, autoritario".
2691,"perentorio, magistral, alto y poderoso, dominante, mandón, autocrático,"
2692,"intimidación, tempestad".
2693,"prepotente, caballero".
2694,"tosco, mano dura".
2695,"tirano, tiránico, opresivo,"
2696,"sumiso".
2697,"abyecto".
2698,"inclinarse, inclinarse".
2699,"sin espíritu, manso".
2700,"gusano, como gusano, arrastrándose, arrastrándose, arrastrándose,"
2701,"picoteado, dominado".
2702,"servil".
2703,"obsequioso".
2704,"como un esclavo".
2705,"insumiso, inservible".
2706,"dominante, ascendente, ascendente".
2707,"gobernando".
2708,"preponderante, preponderante, predominante, predominante, supremo, predominante".
2709,"posesivo".
2710,"supremo, soberano".
2711,"superior".
2712,"subordinado, de bajo nivel".
2713,"asociado".
2714,"secundaria".
2715,"bajo".
2716,"dominante".
2717,"recesivo".
2718,"dramático".
2719,"melodramático".
2720,"Hammy".
2721,"no dramático".
2722,"poco espectacular".
2723,"actable".
2724,"inaceptable".
2725,"teatral".
2726,"melodramático, histriónico,"
2727,"vistoso".
2728,"Stagy, Stagey".
2729,"no teatral".
2730,"potable, bebible".
2731,"no bebible".
2732,"Beery".
2733,"achispado, alegre, orinal".
2734,"escocés, borracho, borracho, bibuloso,"
2735,"narcotizado, narcotizada, drogado, dopado".
2736,"half-seas-over,"
2737,"suave, alto".
2738,"apedreado, saltado".
2739,"sobrio".
2740,"sobrio como una piedra, frío y sobrio".
2741,"libre de drogas".
2742,"abstemio, seco".
2743,"no intoxicado, no embriagado".
2744,"aburrido".
2745,"desafilado, sin filo".
2746,"sin borde".
2747,"no afilado".
2748,"agudo".
2749,"carnaval".
2750,"como un cincel".
2751,"como una daga".
2752,"como un taladro".
2753,"bordeado".
2754,"como un colmillo".
2755,"como un archivo".
2756,"incisivo".
2757,"metal-cutting,"
2758,"penetrante, penetrante".
2759,"afilado como una navaja".
2760,"sharp-toothed,"
2761,"agudo".
2762,"intenso, agudo".
2763,"apuñalar, perforar, lancinar, lancinar, apuñalar, aguzar, cortar,"
2764,"fulgurante".
2765,"sal".
2766,"muerto".
2767,"agitado".
2768,"sin incidentes".
2769,"animado".
2770,"vivo".
2771,"zippy, spirited, peppy, bouncy, bouncing,"
2772,"Breezy".
2773,"burbujeante".
2774,"brillante, centelleante, espumoso, efervescente, burbujeante,"
2775,"efusivo, efusivo, burbujeante, burbujeante,"
2776,"en vivo".
2777,"cálido".
2778,"aburrido".
2779,"desecado, desecado, árido".
2780,"bovino".
2781,"lúgubre, monótono".
2782,"plomizo, pesado".
2783,"monótono, monótono".
2784,"sin brillo, sin lustre, sin lustre, sin lustre,"
2785,"dinámico, dinámico".
2786,"puede hacer".
2787,"siempre cambiando, cambiando".
2788,"impulsivo, conduciendo".
2789,"alto voltaje, alta potencia, alto poder, alto octanaje, alta energía,"
2790,"propulsor, propulsor, propulsor, propulsor".
2791,"recorte".
2792,"no dinámico, adinámico".
2793,"atrás".
2794,"estancado, moribundo".
2795,"ansioso".
2796,"muriendo, ansioso".
2797,"caliente".
2798,"rabioso, impaciente".
2799,"sobreexcitado".
2800,"Desesperado".
2801,"renuente".
2802,"oído".
2803,"orejas de ratón".
2804,"orejas cortas".
2805,"orejas pequeñas".
2806,"sin orejas".
2807,"de antemano, avance".
2808,"arqueano, arqueano".
2809,"arqueozoico, arqueozoico".
2810,"anterior, prematuro".
2811,"proterozoico".
2812,"grosero, primitivo, crudo".
2813,"tardanza".
2814,"ganado".
2815,"no ganado".
2816,"honorario".
2817,"fácil".
2818,"intranquilo".
2819,"preocupado, aprensivo".
2820,"inestable, precario".
2821,"asténico".
2822,"muscular, mesomorfo".
2823,"atlético".
2824,"comestible, comestible, comestible".
2825,"matable".
2826,"no tóxico, no venenoso, no venenoso".
2827,"parve, pareve,"
2828,"incomestible, incomestible".
2829,"venenoso".
2830,"educado".
2831,"bien leído, bien educado, letrado, aprendido, conocedor,"
2832,"semianalfabetos".
2833,"sin educación".
2834,"analfabeto, ignorante".
2835,"iletrado, inexperto, inescrupuloso, ignorante,"
2836,"sin educación".
2837,"no titulado, no enseñado, no escolarizado".
2838,"sin estudiar".
2839,"innumerables".
2840,"operante".
2841,"inoperante".
2842,"abajo".
2843,"muerto".
2844,"difunto".
2845,"eficaz, efectivo, efectivo,"
2846,"incisivo, duro".
2847,"Impulsando".
2848,"contundente, impresionante".
2849,"ineficaz, ineficaz, ineficaz,"
2850,"desdentado".
2851,"improductivo".
2852,"Esfuerzo".
2853,"laborioso, castigador, operoso, laborioso, pesado, duro, extenuante, agotador, agotador, agotador,"
2854,"arrastrando".
2855,"cansado, agotado, agotador,"
2856,"Trabajado, laborioso, pesado".
2857,"trabajo intensivo, trabajo intensivo,"
2858,"perseverante, plomizo".
2859,"Sísifo".
2860,"extenuante, agotador, arduo,"
2861,"sin esfuerzo".
2862,"fácil".
2863,"sin tensión, no forzada".
2864,"eficaz".
2865,"efectivo".
2866,"ineficaz".
2867,"eficiente".
2868,"businesslike"...
2869,"rentable, rentable".
2870,"económico, económico".
2871,"expeditivo".
2872,"racionalizado".
2873,"ineficiente".
2874,"enérgico".
2875,"moretones".
2876,"drástico".
2877,"exclamatorio, enfático".
2878,"fuerte, firme".
2879,"brazo fuerte, físico, forzado".
2880,"impetuoso".
2881,"agudo".
2882,"incesante, sin fuerza".
2883,"debilucho, debilucho".
2884,"elástico".
2885,"masticable".
2886,"expansible, expansible, expansible, expansible,"
2887,"gomoso, gomoso".
2888,"estirar".
2889,"elástico, estirable".
2890,"inelástico".
2891,"muerto".
2892,"no resistente".
2893,"springless".
2894,"no apto".
2895,"no electivo, no elegido, no electivo".
2896,"sin asignar".
2897,"electivo".
2898,"ex gratia".
